w1	w2	editsim
harmancılık	hayvancılık	0.8181818181818181
harmancılık	ormancılık	0.8181818181818181
harmancılık	yaradancılık	0.75
harmani	harmoni	0.8571428571428572
harmanlık	hayranlık	0.7777777777777778
harmanlık	hayvanlık	0.7777777777777778
harmanlık	hurmalık	0.7777777777777778
harmanlık	karanlık	0.7777777777777778
harmanlık	parmaklık	0.7777777777777778
harmanlık	samanlık	0.7777777777777778
harmanlık	sarbanlık	0.7777777777777778
harmanlık	saymanlık	0.7777777777777778
harmanlık	yarmalık	0.7777777777777778
harmanlık	yazmanlık	0.7777777777777778
harmanlık	şamanlık	0.7777777777777778
harran	havran	0.8333333333333334
harçlık	saraçlık	0.75
harıltı	hırıltı	0.8571428571428572
harıltı	parıltı	0.8571428571428572
harıltı	şarıltı	0.8571428571428572
hasatçı	rasatçı	0.8571428571428572
hasatçı	yapsatçı	0.75
hasatçılık	ihracatçılık	0.75
hasatçılık	ithalatçılık	0.75
hasatçılık	sanatçılık	0.8
hasatçılık	yapsatçılık	0.8181818181818181
hasbihal	hasbihâl	0.875
hasbihal	hasbıhal	0.875
hasbihâl	hasbıhal	0.75
hasbilik	hasetlik	0.75
hasbilik	hasislik	0.75
hasbilik	havailik	0.75
hasbilik	tabilik	0.75
hasbilik	vasilik	0.75
hasetlik	hasislik	0.75
hasetlik	hasretlik	0.8888888888888888
hasetlik	hasutluk	0.75
hasislik	hatiplik	0.75
hasislik	haşinlik	0.75
hasislik	vasilik	0.75
hasiyet	haysiyet	0.875
hasiyet	vasiyet	0.8571428571428572
hasiyet	şahsiyet	0.75
haslet	hasret	0.8333333333333334
hasret	hayret	0.8333333333333334
hasret	hazret	0.8333333333333334
hassaslık	hastalık	0.7777777777777778
hassiyum	kalsiyum	0.75
hastabakıcı	hastabakıcılık	0.7857142857142857
hastalandırma	havalandırma	0.8461538461538461
hastalandırma	sayfalandırma	0.7692307692307692
hastalandırma	vasıflandırma	0.7692307692307692
hastalık	hasımlık	0.75
hastalık	hattatlık	0.7777777777777778
hastalık	haytalık	0.875
hastalık	kasalık	0.75
hastalık	maltalık	0.75
hastalık	ustalık	0.75
hastalık	vasıtalık	0.7777777777777778
hastane	pastane	0.8571428571428572
hastel	hostel	0.8333333333333334
hastel	pastel	0.8333333333333334
hasutluk	haydutluk	0.7777777777777778
hasutluk	kaputluk	0.75
hasutluk	masumluk	0.75
hasutluk	tabutluk	0.75
hasıla	hasılat	0.8571428571428572
hasılat	hâsılat	0.8571428571428572
hasımlık	hasırlı	0.75
hasımlık	hazırlık	0.75
hasımlık	hısımlık	0.875
hasımlık	kısımlık	0.75
hasımlık	lazımlık	0.75
hasımlık	satımlık	0.75
hasımlık	tanımlık	0.75
hasımlık	yarımlık	0.75
hasıraltı	hasırlı	0.7777777777777778
hasırcı	hasırlı	0.8571428571428572
hasırcı	hazırcı	0.8571428571428572
hasırcılık	hazırcılık	0.9
hasırcılık	katırcılık	0.8
hasırcılık	çadırcılık	0.8
hasırcılık	çakırcılık	0.8
hasırlı	hazırlık	0.75
hasırotu	kasıkotu	0.75
hatiplik	haşinlik	0.75
hatiplik	katillik	0.75
hatiplik	katiplik	0.875
hatiplik	kâtiplik	0.75
hatiplik	naiplik	0.75
hatiplik	rahiplik	0.75
hatiplik	rakiplik	0.75
hatiplik	sahiplik	0.75
hatiplik	tabiplik	0.75
hattatlık	haytalık	0.7777777777777778
hatuncuk	havuzcuk	0.75
hatuncuk	sütuncuk	0.75
hatıra	hatırat	0.8571428571428572
hatırlama	hatırlanma	0.9
hatırlama	hatırlatma	0.9
hatırlama	hatırlatılma	0.75
hatırlama	hayırlaşma	0.8
hatırlama	hazırlama	0.8888888888888888
hatırlanma	hatırlanış	0.8
hatırlanma	hatırlatma	0.9
hatırlanma	hatırlatılma	0.75
hatırlanma	hayırlaşma	0.8
hatırlanma	hazırlama	0.8
hatırlanış	hatırlatış	0.9
hatırlanış	hatırlayış	0.9
hatırlatma	hatırlatılma	0.8333333333333334
hatırlatma	hatırlatış	0.8
hatırlatma	hayırlaşma	0.8
hatırlatma	hazırlama	0.8
hatırlatılma	hatırlatış	0.75
hatırlatış	hatırlayış	0.9
havacı	havacıva	0.75
havacı	savacı	0.8333333333333334
havacılık	hayvancılık	0.8181818181818181
havacılık	hazcılık	0.7777777777777778
havacılık	haşarılık	0.7777777777777778
havacılık	helvacılık	0.8
havacılık	kamacılık	0.7777777777777778
havacılık	karacılık	0.7777777777777778
havacılık	kavgacılık	0.8
havacılık	lakacılık	0.7777777777777778
havacılık	lamacılık	0.7777777777777778
havacılık	lapacılık	0.7777777777777778
havacılık	lavtacılık	0.8
havacılık	mavnacılık	0.8
havacılık	maşacılık	0.7777777777777778
havacılık	paçacılık	0.7777777777777778
havacılık	savcılık	0.7777777777777778
havacılık	savmacılık	0.8
havacılık	sayacılık	0.7777777777777778
havacılık	sıvacılık	0.7777777777777778
havacılık	takacılık	0.7777777777777778
havacılık	yamacılık	0.7777777777777778
havacılık	çapacılık	0.7777777777777778
havacılık	şakacılık	0.7777777777777778
havadis	havâdis	0.8571428571428572
havagazı	havataşı	0.75
havailik	havali	0.75
havailik	havarilik	0.8888888888888888
havailik	mavilik	0.75
havaiyat	haşviyat	0.75
havaiyat	kavmiyat	0.75
havalandırma	havalandırmacı	0.8571428571428572
havalandırma	havalandırıcı	0.7692307692307692
havalandırma	hızlandırma	0.75
havalandırma	sayfalandırma	0.7692307692307692
havalandırma	yapılandırma	0.75
havalandırmacı	havalandırıcı	0.8571428571428572
havalandırıcı	tatlandırıcı	0.7692307692307692
havale	havali	0.8333333333333334
havali	havaneli	0.75
havali	havari	0.8333333333333334
havali	hayali	0.8333333333333334
havana	hayvanat	0.75
havana	savana	0.8333333333333334
havari	haçvari	0.8571428571428572
havarilik	süvarilik	0.7777777777777778
havayolu	karayolu	0.75
havlucu	havluluk	0.75
havluculuk	havluluk	0.8
havluculuk	havuzculuk	0.8
havlıcan	patlıcan	0.75
havlıcan	satlıcan	0.75
havran	savran	0.8333333333333334
havuzcu	havuzcuk	0.875
havuzcuk	havuzculuk	0.8
havuzcuk	yavuzluk	0.75
havuzculuk	kavunculuk	0.8
hayalat	hayalbaz	0.75
hayalat	hayalet	0.8571428571428572
hayalat	hayvanat	0.75
hayalci	hayali	0.8571428571428572
hayalcilik	haybecilik	0.8
hayalet	hayâlet	0.8571428571428572
hayali	hayalî	0.8333333333333334
hayalîleşme	mahallîleşme	0.75
hayasızlık	hayâsızlık	0.9
hayasızlık	kafasızlık	0.8
hayasızlık	manasızlık	0.8
hayasızlık	parasızlık	0.8
hayasızlık	payansızlık	0.8181818181818181
hayasızlık	saydamsızlık	0.75
hayasızlık	tasasızlık	0.8
hayasızlık	yasasızlık	0.8
hayasızlık	ziyasızlık	0.8
hayatağacı	mayaağacı	0.8
hayatiyet	haysiyet	0.7777777777777778
hayatiyet	hayvaniyet	0.8
haybeci	heybeci	0.8571428571428572
haydalama	haydalanma	0.9
haydalanma	mayalanma	0.8
haykırma	haykırtma	0.8888888888888888
haykırma	haykırtı	0.75
haykırma	haykırı	0.75
haykırma	haykırış	0.75
haykırma	kaydırma	0.75
haykırma	kayırma	0.75
haykırtma	haykırtı	0.7777777777777778
haykırtı	haykırı	0.875
haykırtı	haykırış	0.75
haykırtı	haşırtı	0.75
haykırtı	kakırtı	0.75
haykırtı	lakırtı	0.75
haykırtı	sakırtı	0.75
haykırtı	takırtı	0.75
haykırtı	şakırtı	0.75
haykırı	haykırış	0.875
haylazlık	hayranlık	0.7777777777777778
haylazlık	haytalık	0.7777777777777778
haylazlık	hayvanlık	0.7777777777777778
haylazlık	saymazlık	0.7777777777777778
haylazlık	talazlık	0.7777777777777778
haylazlık	çaylaklık	0.7777777777777778
haymana	hayvanat	0.75
hayranlık	haytalık	0.7777777777777778
hayranlık	hayvancık	0.7777777777777778
hayranlık	hayvanlık	0.8888888888888888
hayranlık	hoyratlık	0.7777777777777778
hayranlık	karanlık	0.7777777777777778
hayranlık	saymanlık	0.7777777777777778
hayranlık	seyranlık	0.7777777777777778
hayranlık	çaydanlık	0.7777777777777778
hayrat	hayret	0.8333333333333334
hayrat	hayrât	0.8333333333333334
hayrat	hoyrat	0.8333333333333334
hayret	hayretme	0.75
hayret	hayrât	0.8333333333333334
hayret	hazret	0.8333333333333334
hayretme	hazfetme	0.75
hayretme	hazzetme	0.75
hayretme	kahretme	0.75
hayretme	kaybetme	0.75
hayretme	seyretme	0.75
haysiyet	vasiyet	0.75
haysiyet	şahsiyet	0.75
haytalık	hayvanlık	0.7777777777777778
haytalık	kayalık	0.75
haytalık	maltalık	0.75
haytalık	tayalık	0.75
haytalık	yayalık	0.75
hayvan	hayvanat	0.75
hayvan	sayvan	0.8333333333333334
hayvan	tayvan	0.8333333333333334
hayvancık	hayvancılık	0.8181818181818181
hayvancık	hayvanlık	0.8888888888888888
hayvancılık	hayvanlık	0.8181818181818181
hayvancılık	vayvaycılık	0.8181818181818181
hayvanlık	saymanlık	0.7777777777777778
hayvanlık	tayvanlı	0.7777777777777778
hayvanlık	yavanlık	0.7777777777777778
hayvanlık	çaydanlık	0.7777777777777778
hayvanseverlik	hayırseverlik	0.7857142857142857
hayırlaşma	hazırlama	0.8
hayırsever	hayırseverlik	0.7692307692307692
hazcılık	hazırcılık	0.8
hazcılık	hazırlık	0.75
hazcılık	hızlılık	0.75
hazcılık	malcılık	0.75
hazcılık	mazılık	0.75
hazcılık	salcılık	0.75
hazcılık	savcılık	0.75
hazcılık	sazcılık	0.875
hazcılık	sağcılık	0.75
hazcılık	yazıcılık	0.7777777777777778
hazcılık	yağcılık	0.75
hazcılık	zağcılık	0.75
hazcılık	çancılık	0.75
hazcılık	çaycılık	0.75
hazfetme	hazzetme	0.875
hazine	hazire	0.8333333333333334
hazinedar	hazinedarlık	0.75
hazinedarlık	veznedarlık	0.75
hazire	nazire	0.8333333333333334
hazırcı	hazırlık	0.75
hazırcılık	hazırlık	0.8
hazırcılık	hızarcılık	0.8
hazırcılık	katırcılık	0.8
hazırcılık	pazarcılık	0.8
hazırcılık	yazıcılık	0.8
hazırcılık	yazımcılık	0.8
hazırcılık	yazıncılık	0.8
hazırcılık	çadırcılık	0.8
hazırcılık	çakırcılık	0.8
hazırlama	pazarlama	0.7777777777777778
hazırlık	hınzırlık	0.7777777777777778
hazırlık	katırlık	0.75
hazırlık	lazımlık	0.75
hazırlık	mazılık	0.75
hazırlık	muzırlık	0.75
hazırlık	natırlık	0.75
hazırlık	nazarlık	0.75
hazırlık	pazarlık	0.75
hazırlık	sağırlık	0.75
hazırlık	yazarlık	0.75
hazırlık	çayırlık	0.75
haşarılık	maşacılık	0.7777777777777778
haşarılık	yaşarlık	0.7777777777777778
haşefe	haşere	0.8333333333333334
haşhaş	haşhaşi	0.8571428571428572
haşinlik	hinlik	0.75
haşinlik	hâinlik	0.75
haşinlik	kahinlik	0.75
haşinlik	narinlik	0.75
haşinlik	naşirlik	0.75
haşinlik	sakinlik	0.75
haşlama	hoşlanma	0.75
haşlama	hışlama	0.8571428571428572
haşlama	taşlama	0.8571428571428572
haşlama	taşlaşma	0.75
haşlama	yaşlanma	0.75
haşmet	haşmetli	0.75
haşmet	haşyet	0.8333333333333334
haşmetli	hizmetli	0.75
haşırtı	hışırtı	0.8571428571428572
haşırtı	şaşırtı	0.8571428571428572
hediye	hâdiye	0.8333333333333334
hediye	tediye	0.8333333333333334
hedonist	hedonizm	0.75
hedonist	helenist	0.75
hedonizm	helenizm	0.75
hekimevi	hâkimevi	0.875
hekimevi	kesimevi	0.75
hekimevi	tecimevi	0.75
hekimlik	heriflik	0.75
hekimlik	hâkemlik	0.75
hekimlik	hâkimlik	0.875
hekimlik	kimlik	0.75
hekimlik	resimlik	0.75
hekimlik	sekilik	0.75
hekimlik	sekizlik	0.75
hekimlik	seçimlik	0.75
hekimlik	tekillik	0.75
hekimlik	vekillik	0.75
hekimlik	yetimlik	0.75
hekimlik	zekilik	0.75
hektar	nektar	0.8333333333333334
hektogram	histogram	0.7777777777777778
hektolitre	hektolitrelik	0.7692307692307692
hektolitre	hektometre	0.8
helali	helallik	0.75
helali	helalî	0.8333333333333334
helallik	helâllik	0.875
helecan	heyecan	0.8571428571428572
helenist	helenizm	0.75
helikoit	helikon	0.75
helikoit	heliport	0.75
heliosfer	helyosfer	0.8888888888888888
helmintolog	helmintoloji	0.8333333333333334
helmintoloji	hematoloji	0.75
helmintoloji	terminoloji	0.75
helvacı	helvalık	0.75
helvacılık	helvalık	0.8
hemati	hematit	0.8571428571428572
hematit	hepatit	0.8571428571428572
hematit	pegmatit	0.75
hematolog	hematoloji	0.8
hematoloji	hepatoloji	0.9
hemiptera	homoptera	0.7777777777777778
hemofili	pedofili	0.75
hemşehri	hemşeri	0.875
hengam	hengame	0.8571428571428572
hengam	hengâm	0.8333333333333334
hengame	hengâme	0.8571428571428572
hengâm	hengâme	0.8571428571428572
hentbol	hentbolcu	0.7777777777777778
hepatoloji	patoloji	0.8
hergele	hergeleci	0.7777777777777778
heriflik	serinlik	0.75
heriflik	zariflik	0.75
heriflik	şeriklik	0.75
heriflik	şerirlik	0.75
herkes	hermes	0.8333333333333334
herkes	kerkes	0.8333333333333334
herkeslik	nekeslik	0.7777777777777778
herkeslik	serkeşlik	0.7777777777777778
hermes	kermes	0.8333333333333334
heryerdelik	sergerdelik	0.8181818181818181
heveslendirme	seslendirme	0.7692307692307692
heveslendirme	şereflendirme	0.7692307692307692
heybeci	heykelci	0.75
heyecan	heyelan	0.8571428571428572
heyecanlılık	heyecansızlık	0.8461538461538461
heyelan	seyelan	0.8571428571428572
heykel	heykelci	0.75
heykelci	tekelci	0.75
heykelcilik	tekelcilik	0.8181818181818181
heykelleştirme	seyrekleştirme	0.7857142857142857
heykeltraş	heykeltıraş	0.9090909090909091
heykeltıraş	heykeltıraşlık	0.7857142857142857
heyula	heyulâ	0.8333333333333334
hezaren	sezaryen	0.75
hezeliyat	hezliyat	0.8888888888888888
hezliyat	hulliyat	0.75
hibrit	kibrit	0.8333333333333334
hicazkar	hicazkâr	0.875
hidatit	hidrasit	0.75
hiddet	şiddet	0.8333333333333334
hidivlik	hidrolik	0.75
hidivlik	sidiklik	0.75
hidrasit	hidrat	0.75
hidrasit	hidroksit	0.7777777777777778
hidrobiyoloji	hidrojeoloji	0.7692307692307692
hidrobiyoloji	mikrobiyoloji	0.8461538461538461
hidrobiyoloji	nörobiyoloji	0.7692307692307692
hidrobiyoloji	radyobiyoloji	0.7692307692307692
hidroelektrik	radyoelektrik	0.7692307692307692
hidrofil	hidrofon	0.75
hidrofil	hidrofor	0.75
hidrofil	hidroksil	0.7777777777777778
hidrofil	hidrolik	0.75
hidrofil	hidroliz	0.75
hidrofil	hidrozol	0.75
hidrofobi	hidrofon	0.7777777777777778
hidrofobi	hidrofor	0.7777777777777778
hidrofobi	hidroloji	0.7777777777777778
hidrofobi	hipnofobi	0.7777777777777778
hidrofon	hidrofor	0.875
hidrofon	hidrojen	0.75
hidrofon	hidrolog	0.75
hidrofon	hidrozol	0.75
hidrofon	mikrofon	0.75
hidrofor	hidrolog	0.75
hidrofor	hidrosfer	0.7777777777777778
hidrofor	hidrozol	0.75
hidrograf	hidrografi	0.9
hidrografi	ideografi	0.8
hidrojen	nitrojen	0.75
hidrojeoloji	hidroloji	0.75
hidrokarbon	hidrokarbonat	0.8461538461538461
hidrokarbon	hidrokarbür	0.8181818181818181
hidroksil	hidroksit	0.8888888888888888
hidrolik	hidroliz	0.875
hidrolik	hidrolog	0.75
hidroliz	hidrolog	0.75
hidrolog	hidroloji	0.7777777777777778
hidrolog	hidrozol	0.75
hidrolog	hindolog	0.75
hidrolog	histolog	0.75
hidrolog	ideolog	0.75
hidrolog	virolog	0.75
hidroloji	hindoloji	0.7777777777777778
hidroloji	histoloji	0.7777777777777778
hidroloji	ideoloji	0.7777777777777778
hidroloji	viroloji	0.7777777777777778
hidrometre	higrometre	0.9
hidrometre	mikrometre	0.8
hidrometre	pirometre	0.8
hidrosfer	pirosfer	0.7777777777777778
hidroskopi	higroskop	0.8
higrometre	mikrometre	0.8
higrometre	pirometre	0.8
higroskop	mikroskop	0.7777777777777778
higrotropizm	şimiotropizm	0.75
hikaye	hikayeci	0.75
hikaye	hikâye	0.8333333333333334
hikaye	himaye	0.8333333333333334
hikaye	vikaye	0.8333333333333334
hikayeci	hikayecik	0.8888888888888888
hikayeci	hikâyeci	0.875
hikayeci	hikâyecik	0.7777777777777778
hikayeci	himayeci	0.875
hikayecik	hikayecilik	0.8181818181818181
hikayecik	hikâyeci	0.7777777777777778
hikayecik	hikâyecik	0.8888888888888888
hikayecik	himayeci	0.7777777777777778
hikayecilik	hikâyecilik	0.9090909090909091
hikayecilik	himayecilik	0.9090909090909091
hikayecilik	nisaiyecilik	0.75
hikayeleme	hikâyeleme	0.9
hikayeleştirme	hikâyeleştirme	0.9285714285714286
hikayeleştirme	ziyadeleştirme	0.7857142857142857
hikemi	hikemî	0.8333333333333334
hikmet	himmet	0.8333333333333334
hikmet	hizmet	0.8333333333333334
hikâye	hikâyeci	0.75
hikâyeci	hikâyecik	0.8888888888888888
hikâyeci	himayeci	0.75
hikâyecik	hikâyecilik	0.8181818181818181
hikâyecilik	himayecilik	0.8181818181818181
hikâyecilik	şikâyetçilik	0.75
hilafet	hilafetçi	0.7777777777777778
hilafet	hilâfet	0.8571428571428572
hilecilik	hitlercilik	0.8181818181818181
hilecilik	kalecilik	0.7777777777777778
hilecilik	kilercilik	0.8
hilecilik	lülecilik	0.7777777777777778
hilecilik	minecilik	0.7777777777777778
hilecilik	pidecilik	0.7777777777777778
hilecilik	silmecilik	0.8
hilecilik	çilecilik	0.8888888888888888
hilecilik	şişecilik	0.7777777777777778
hilekarlık	hilekârlık	0.9
hilekarlık	hizmetkarlık	0.75
hilekârlık	hizmetkârlık	0.75
hilvan	silvan	0.8333333333333334
himaye	himayeci	0.75
himayecilik	nisaiyecilik	0.75
himmet	hizmet	0.8333333333333334
himmet	zimmet	0.8333333333333334
hindicilik	çinicilik	0.8
hindigiller	kendirgiller	0.75
hindistan	hindistanlı	0.8181818181818181
hindolog	hindoloji	0.7777777777777778
hindolog	histolog	0.75
hindolog	sinolog	0.75
hindoloji	histoloji	0.7777777777777778
hindoloji	sinoloji	0.7777777777777778
hinlik	hiçlik	0.8333333333333334
hinlik	hâinlik	0.8571428571428572
hinlik	kahinlik	0.75
hinlik	kâhinlik	0.75
hinlik	sinlik	0.8333333333333334
hintdarısı	hintsarısı	0.9
hinterland	hinterlant	0.9
hinthıyarı	ithıyarı	0.8
hipermarket	süpermarket	0.8181818181818181
hiperpigmentasyon	hipopigmentasyon	0.8823529411764706
hipertansiyon	hipotansiyon	0.8461538461538461
hipertermi	hipotermi	0.8
hipnotizma	hipnotizmacı	0.8333333333333334
hipnotizma	ipnotizma	0.9
hipnotizmacı	ipnotizma	0.75
hipoderm	hipodrom	0.75
hipoderm	hipotermi	0.7777777777777778
hipoklorid	hipoklorit	0.9
hiposantr	hiposantır	0.9
hipostaz	hipotez	0.75
hippilik	hiççilik	0.75
hippilik	ipçilik	0.75
hisarcık	hıyarcık	0.75
hissizlik	hissîlik	0.7777777777777778
hissizlik	hâlsizlik	0.7777777777777778
hissizlik	işsizlik	0.7777777777777778
hissizlik	sessizlik	0.7777777777777778
histeri	isteri	0.8571428571428572
histolog	histoloji	0.7777777777777778
histolog	hititolog	0.7777777777777778
histolog	sismolog	0.75
histoloji	hititoloji	0.8
histoloji	litoloji	0.7777777777777778
histoloji	mitoloji	0.7777777777777778
histoloji	sismoloji	0.7777777777777778
histoloji	sitoloji	0.7777777777777778
hitabe	hitabet	0.8571428571428572
hitabe	kitabe	0.8333333333333334
hitabet	kitabet	0.8571428571428572
hititolog	hititoloji	0.8
hitlerci	kilerci	0.75
hitlercilik	kilercilik	0.8181818181818181
hizmet	hizmetli	0.75
hizmet	hizmetçi	0.75
hizmetkar	hizmetkarlık	0.75
hizmetkar	hizmetkâr	0.8888888888888888
hizmetkarlık	hizmetkârlık	0.9166666666666666
hizmetkâr	hizmetkârlık	0.75
hizmetli	hizmetçi	0.875
hizmetli	izmitli	0.75
hiçleştirme	kişileştirme	0.75
hiçlik	hiççilik	0.75
hiçlik	piçlik	0.8333333333333334
hiççilik	ipçilik	0.75
hiççilik	içlilik	0.75
hiççilik	işçilik	0.75
hocalık	hoppalık	0.75
hocalık	hoşaflık	0.75
hocalık	kocalık	0.8571428571428572
hocalık	yoncalık	0.75
hodkamlık	hodkâmlık	0.8888888888888888
hollanda	hollandaca	0.8
hollanda	hollandalı	0.8
hollanda	hoşlanma	0.75
hollandaca	hollandalı	0.8
holmiyum	osmiyum	0.75
hominid	hominidae	0.7777777777777778
homoseksüel	homoseksüellik	0.7857142857142857
honduras	honduraslı	0.8
hoppala	hoppalık	0.75
hoppalık	çolpalık	0.75
horasan	horasani	0.875
horozbinagiller	horozibiğigiller	0.8125
hortum	tortum	0.8333333333333334
hostel	hostes	0.8333333333333334
hovercraft	hoverkraft	0.9
hoşaflık	koşalık	0.75
hoşgörülülük	hoşgörürlük	0.8333333333333334
hoşgörülülük	hoşgörüsüzlük	0.8461538461538461
hoşgörürlük	hoşgörüsüzlük	0.7692307692307692
hoşgörüsüzlük	sağgörüsüzlük	0.7692307692307692
hoşlanma	hoşlanmama	0.8
hoşlanma	hışlama	0.75
hoşlanma	toplanma	0.75
hoşlanma	tozlanma	0.75
hoşlanma	yaşlanma	0.75
hoşluk	loşluk	0.8333333333333334
hoşnutsuzluk	hudutsuzluk	0.75
hoşnutsuzluk	onursuzluk	0.75
hoşnutsuzluk	sonuçsuzluk	0.75
hristiyan	hristiyanlık	0.75
hristiyan	hrıstiyan	0.8888888888888888
hristiyan	hıristiyan	0.9
hristiyanlık	hıristiyanlık	0.9230769230769231
hrıstiyan	hıristiyan	0.8
hudutsuzluk	huzursuzluk	0.8181818181818181
hulliyat	külliyat	0.75
huluskarlık	huluskârlık	0.9090909090909091
humanizma	hümanizm	0.7777777777777778
humanizma	hümanizma	0.8888888888888888
humbara	humbaracı	0.7777777777777778
humbara	kumbara	0.8571428571428572
humbaracı	kumbaracı	0.8888888888888888
humbaracı	numaracı	0.7777777777777778
humbarahane	kumbarahane	0.9090909090909091
hurdacı	hurdalık	0.75
hurdacılık	hurdalık	0.8
hurdacılık	kurmacılık	0.8
hurdacılık	vardacılık	0.8
hurdacılık	zurnacılık	0.8
hurdalık	hurmalık	0.875
hurdalık	turbalık	0.75
hurmalık	kurmaylık	0.7777777777777778
hurmalık	kırmalık	0.75
hurmalık	oturmalık	0.7777777777777778
hurmalık	susmalık	0.75
hurmalık	turbalık	0.75
hurmalık	tutmalık	0.75
hurmalık	yarmalık	0.75
hurufi	hurufî	0.8333333333333334
hurufilik	hurufîlik	0.8888888888888888
husumetkar	husumetkâr	0.9
huysuzluk	mutsuzluk	0.7777777777777778
huysuzluk	soysuzluk	0.7777777777777778
huysuzluk	susuzluk	0.7777777777777778
huysuzluk	suçsuzluk	0.7777777777777778
huysuzluk	uyuzluk	0.7777777777777778
huzursuzluk	uğursuzluk	0.8181818181818181
huzursuzluk	vuzuhsuzluk	0.8181818181818181
huzursuzluk	şuursuzluk	0.8181818181818181
hâinlik	hâkimlik	0.75
hâinlik	kâhinlik	0.75
hâinlik	sâkinlik	0.75
hâkemlik	hâkimlik	0.875
hâkemlik	kemlik	0.75
hâkimlik	kimlik	0.75
hâkimlik	sâkinlik	0.75
hâllenme	hâlleşme	0.875
hödüklük	kadüklük	0.75
höykürme	öykünme	0.75
hükumet	hükûmet	0.8571428571428572
hükumet	hükümet	0.8571428571428572
hükûmet	hükümet	0.8571428571428572
hükümdarlık	hükümranlık	0.8181818181818181
hükümsüzlük	sürümsüzlük	0.8181818181818181
hümanizm	hümanizma	0.8888888888888888
hümanizm	şamanizm	0.75
hünkar	hünkâr	0.8333333333333334
hünkarbeğendi	hünkârbeğendi	0.9230769230769231
hünnapgiller	sincapgiller	0.75
hürmetsizlik	kıymetsizlik	0.75
hürmetsizlik	süreksizlik	0.75
hürmetsizlik	yüreksizlik	0.75
hürriyet	hürriyetçi	0.8
hürriyet	hüviyet	0.75
hürriyet	zürriyet	0.875
hürriyetçi	hürriyetçilik	0.7692307692307692
hüsnühal	hüsnühat	0.875
hüsnühal	hüsnühâl	0.875
hüsnühal	hüsnüzan	0.75
hüsnühat	hüsnühâl	0.75
hüsnühat	hüsnüzan	0.75
hıdrellez	hıdırellez	0.9
hıltan	hıltar	0.8333333333333334
hırdavat	hırdavatçı	0.8
hırdavat	hırvat	0.75
hırdavatçı	hırdavatçılık	0.7692307692307692
hıristiyan	hıristiyanlık	0.7692307692307692
hırpalama	sıralama	0.7777777777777778
hırpalama	tıpalama	0.7777777777777778
hırpalama	ırgalama	0.7777777777777778
hırpalanış	hırpalayış	0.9
hırpalanış	sıralanış	0.8
hırsızlık	hırçınlık	0.7777777777777778
hırsızlık	hısımlık	0.7777777777777778
hırsızlık	karsızlık	0.7777777777777778
hırsızlık	kârsızlık	0.7777777777777778
hırsızlık	ıssızlık	0.7777777777777778
hırtapozluk	zırtapozluk	0.9090909090909091
hırtlık	sırtlık	0.8571428571428572
hırvat	hırvatça	0.75
hırvatistan	hırvatistanlı	0.8461538461538461
hırçınlık	kırgınlık	0.7777777777777778
hırçınlık	kırçıllık	0.7777777777777778
hırıltı	hırıltıcı	0.7777777777777778
hırıltı	hışıltı	0.8571428571428572
hırıltı	mırıltı	0.8571428571428572
hırıltı	pırıltı	0.8571428571428572
hırıltı	vırıltı	0.8571428571428572
hırıltı	zırıltı	0.8571428571428572
hırıltı	şırıltı	0.8571428571428572
hısımlık	kısımlık	0.875
hısımlık	kısırlık	0.75
hısımlık	mısırlık	0.75
hısımlık	yığımlık	0.75
hıyanet	sıyanet	0.8571428571428572
hıyarcık	hıyarlık	0.875
hıyarcık	hızarcı	0.75
hıyarcık	çınarcık	0.75
hıyarlık	kıyaklık	0.75
hıyarlık	uyarlık	0.75
hıyarlık	yarlık	0.75
hıyarlık	çınarlık	0.75
hıyarlık	çıyanlık	0.75
hızarcılık	mezarcılık	0.8
hızarcılık	pazarcılık	0.8
hızarcılık	tımarcılık	0.8
hızarcılık	çıkarcılık	0.8
hızlandırma	ışıklandırma	0.75
hışıltı	hışırtı	0.8571428571428572
hışıltı	ışıltı	0.8571428571428572
hışırtı	kışkırtı	0.75
ibadetgah	ibadetgâh	0.8888888888888888
ibadetgah	ikametgah	0.7777777777777778
ibadetgâh	ikametgâh	0.7777777777777778
ibadethane	imarethane	0.8
ibadethane	saadethane	0.8
iblisçilik	ibrikçilik	0.8
iblisçilik	ilikçilik	0.8
iblisçilik	iplikçilik	0.8
ibnelik	iğnelik	0.8571428571428572
ibnelik	vişnelik	0.75
ibraname	ibranice	0.75
ibranca	ibranice	0.75
ibrani	ibranice	0.75
ibretialem	ibretiâlem	0.9
ibrikçi	kibritçi	0.75
ibrikçilik	ilikçilik	0.8
ibrikçilik	iplikçilik	0.8
ibrikçilik	kibritçilik	0.8181818181818181
icabet	icazet	0.8333333333333334
icabet	isabet	0.8333333333333334
icapçı	icatçı	0.8333333333333334
icatçı	icraatçı	0.75
icraat	icraatçı	0.75
icraatçı	ihracatçı	0.7777777777777778
icraatçı	inşaatçı	0.75
icraatçı	ziraatçı	0.75
idareci	minareci	0.75
idarecilik	idaresizlik	0.8181818181818181
idarecilik	iradecilik	0.8
idarecilik	minarecilik	0.8181818181818181
idarehane	imarethane	0.8
idareimaslahat	idareimaslahatçı	0.875
idaresizlik	iradesizlik	0.8181818181818181
idaresizlik	çaresizlik	0.8181818181818181
idealist	idealize	0.75
idealist	idealizm	0.75
idealize	idealizm	0.875
