w1	w2	editsim	wn_wup
mafyalık	yayalık	0.75	0.23529412
mahiye	nahiye	0.8333333333333334	0.21052632
mahkukat	meskukat	0.75	0.22222222
mahkûkât	meskûkât	0.75	0.22222222
mahmude	mahmudiye	0.7777777777777778	0.15384616
mahmurluk	yağmurluk	0.7777777777777778	0.22222222
mahmurluk	çamurluk	0.7777777777777778	0.25
mahsulat	tahsilat	0.75	0.22222222
mahyalık	manyaklık	0.7777777777777778	0.22222222
mahyalık	tayalık	0.75	0.21052632
makara	makarena	0.75	0.18181819
makilik	nakşilik	0.75	0.21052632
makilik	rakiplik	0.75	0.21052632
makilik	sakinlik	0.75	0.25
malarya	malatya	0.8571428571428572	0.22222222
malcılık	mancınık	0.75	0.2
malcılık	mazılık	0.75	0.22222222
malcılık	çaltılık	0.75	0.21052632
malcılık	çalılık	0.75	0.22222222
maliyecilik	tasfiyecilik	0.75	0.23529412
malkar	çalkar	0.8333333333333334	0.25
malkıran	çaldıran	0.75	0.21052632
maltalık	yaltaklık	0.7777777777777778	0.25
mamulat	muamelat	0.75	0.22222222
manavlık	mantarlık	0.7777777777777778	0.22222222
manavlık	maşatlık	0.75	0.22222222
manavlık	yanaşlık	0.75	0.1904762
manavlık	çanaklık	0.75	0.22222222
mancınık	çancılık	0.75	0.1904762
mandar	mandater	0.75	0.17391305
manika	manila	0.8333333333333334	0.1904762
manila	manivela	0.75	0.2
mansiyon	pansiyon	0.875	0.2
mantarlık	manyaklık	0.7777777777777778	0.23529412
manyaklık	çanaklık	0.7777777777777778	0.23529412
maraza	mağaza	0.8333333333333334	0.21052632
marinacı	mavnacı	0.75	0.22222222
markiz	marksizm	0.75	0.21052632
marmelat	muamelat	0.75	0.21052632
masara	masarika	0.75	0.23529412
masarif	masarika	0.75	0.1904762
matafora	metafor	0.75	0.1904762
matrakçı	yatakçı	0.75	0.14285715
mazılık	sazcılık	0.75	0.22222222
mağdurluk	yağmurluk	0.7777777777777778	0.25
maşatlık	sakatlık	0.75	0.25
maşatlık	çaşıtlık	0.75	0.23529412
mebusluk	musluk	0.75	0.21052632
mecelle	mezellet	0.75	0.21052632
mecidit	mecidiye	0.75	0.14814815
mecidiye	mesudiye	0.75	0.16
meddahlık	meydanlık	0.7777777777777778	0.23529412
medenilik	mezecilik	0.7777777777777778	0.23529412
mefhum	merhum	0.8333333333333334	0.21052632
mefruşat	meşruhat	0.75	0.23529412
melanet	melanit	0.8571428571428572	0.2
meleme	peleme	0.8333333333333334	0.25
memecik	meşecik	0.8571428571428572	0.17391305
memluk	memurluk	0.75	0.22222222
memurluk	çamurluk	0.75	0.22222222
menderes	mendirek	0.75	0.21052632
menderes	şendere	0.75	0.24
merhamet	merhume	0.75	0.23529412
merkat	metrukat	0.75	0.25
mesabe	mesane	0.8333333333333334	0.25
mesafe	mesane	0.8333333333333334	0.25
mesafelik	mesirelik	0.7777777777777778	0.23529412
mestçilik	testilik	0.7777777777777778	0.1904762
mesudiye	mesuliyet	0.7777777777777778	0.25
metelik	meyvelik	0.75	0.16666667
metelik	mezelik	0.8571428571428572	0.22222222
metelik	meşelik	0.8571428571428572	0.16666667
metrukat	meşrubat	0.75	0.22222222
meyvelik	teyzelik	0.75	0.25
mezarlık	mimarlık	0.75	0.23529412
mezozoik	mezozom	0.75	0.22222222
meşale	meşgale	0.8571428571428572	0.1904762
meşrubat	meşruta	0.75	0.21052632
mikron	mikrop	0.8333333333333334	0.21052632
minkale	münakale	0.75	0.1904762
mirasçılık	mizahçılık	0.8	0.22222222
miskal	mıskal	0.8333333333333334	0.2
mizana	mizanpaj	0.75	0.21052632
mobilya	tombilya	0.75	0.16
monadizm	onanizm	0.75	0.22222222
muadelet	muaşeret	0.75	0.18181819
muavenet	muaşeret	0.75	0.23529412
muavenet	mukavemet	0.7777777777777778	0.23529412
muaşeret	mugayeret	0.7777777777777778	0.25
mubassır	muhassıl	0.75	0.22222222
muhaddep	muhaddis	0.75	0.22222222
muharrem	muharrir	0.75	0.1904762
muhatap	muhatara	0.75	0.25
muhavvile	muhayyile	0.7777777777777778	0.22222222
mukadderat	mukaddesatçı	0.75	0.25
mukavele	mukavemet	0.7777777777777778	0.1904762
mutsuzluk	susuzluk	0.7777777777777778	0.23529412
muğlaklık	muğlalı	0.7777777777777778	0.2
müellefat	müsellesat	0.8	0.1904762
müfekkire	müvekkile	0.7777777777777778	0.21052632
müntehip	müçtehit	0.75	0.22222222
müselles	müsellim	0.75	0.25
müskat	müskirat	0.75	0.13793103
mütekellim	mütevelli	0.8	0.25
mısırlık	ısırık	0.75	0.25
nadanlık	samanlık	0.75	0.2
nadanlık	yağdanlık	0.7777777777777778	0.21052632
nadanlık	çaydanlık	0.7777777777777778	0.18181819
nadanlık	şamdanlık	0.7777777777777778	0.22222222
nakliyecilik	tasfiyecilik	0.75	0.21052632
nakşilik	şakilik	0.75	0.25
natırlık	çayırlık	0.75	0.21052632
nazariye	nazımiye	0.75	0.22222222
nazarlık	zağarlık	0.75	0.23529412
neşriyat	teşrifat	0.75	0.22222222
nihavent	nihayet	0.75	0.25
ninelik	vişnelik	0.75	0.22222222
nisaiyecilik	tasfiyecilik	0.75	0.21052632
noktacılık	oltacılık	0.8	0.23529412
noktacılık	otacılık	0.8	0.2
noktacılık	postacılık	0.8	0.22222222
odacık	ovacık	0.8333333333333334	0.25
odaklanma	opaklaşma	0.7777777777777778	0.25
odalık	oydaşlık	0.75	0.21052632
olaycılık	oğlancılık	0.8	0.23529412
olgunluk	oyunluk	0.75	0.25
onaltılık	çaltılık	0.7777777777777778	0.22222222
ongunluk	oyunluk	0.75	0.22222222
opaklaşma	ortaklaşma	0.8	0.23529412
opaklaşma	ozanlaşma	0.7777777777777778	0.25
opaklaşma	topaklaşma	0.9	0.23529412
opaklaşma	yaklaşma	0.7777777777777778	0.23529412
opsonizasyon	optimizasyon	0.75	0.25
opsonizasyon	otorizasyon	0.75	0.22222222
ordinat	ordonat	0.8571428571428572	0.24
ormancılık	oğlancılık	0.8	0.25
oyalama	oyulgama	0.75	0.21052632
oyculuk	soyluluk	0.75	0.21052632
oylama	oyulgama	0.75	0.21052632
oynaklık	çanaklık	0.75	0.23529412
oynaşlık	yanaşlık	0.75	0.1904762
oyulgama	oyumlama	0.75	0.25
oyunluk	çoğunluk	0.75	0.22222222
oğlancılık	plancılık	0.8	0.22222222
oğlancılık	soğancılık	0.8	0.22222222
oğlancılık	talancılık	0.8	0.18181819
oğlancılık	yalancılık	0.8	0.23529412
oğulluk	yoğunluk	0.75	0.22222222
oğulluk	çoğulluk	0.875	0.22222222
oğulluk	çoğunluk	0.75	0.2
pabuçluk	çabukluk	0.75	0.23529412
padalya	paskalya	0.75	0.18181819
pahalılık	paçacılık	0.7777777777777778	0.25
palalık	papalık	0.8571428571428572	0.18181819
palalık	papazlık	0.75	0.18181819
palalık	parlaklık	0.7777777777777778	0.21052632
palalık	salaklık	0.75	0.21052632
palalık	ukalalık	0.75	0.21052632
palanga	salangan	0.75	0.17391305
palavracılık	salamuracılık	0.7692307692307692	0.2
panama	planlama	0.75	0.23529412
pandik	pendik	0.8333333333333334	0.23529412
pankras	pankreas	0.875	0.18181819
pansiyon	ponksiyon	0.7777777777777778	0.17391305
pansiyon	porsiyon	0.75	0.23529412
pansiyon	tansiyon	0.875	0.25
pantalon	pentatlon	0.7777777777777778	0.23529412
papazlık	talazlık	0.75	0.22222222
paradi	parodi	0.8333333333333334	0.21052632
paragraf	paraguay	0.75	0.23529412
paralayıcı	sıralayıcı	0.8	0.1904762
paravana	pasavan	0.75	0.23529412
parter	partner	0.8571428571428572	0.23529412
parter	partöner	0.75	0.22222222
parçalanma	yaralanma	0.8	0.23529412
pasifik	pasifizm	0.75	0.23529412
paskalya	patalya	0.75	0.15384616
pastra	pastırma	0.75	0.2
patika	pratika	0.8571428571428572	0.22222222
patlıcan	satlıcan	0.875	0.2
payansızlık	saydamsızlık	0.75	0.2
paydaşlık	saydamlık	0.7777777777777778	0.22222222
paydaşlık	çaydanlık	0.7777777777777778	0.17391305
peleme	peçeleme	0.75	0.1904762
peleme	presleme	0.75	0.18181819
pelikan	çelikhan	0.75	0.18181819
pelteklik	çeltiklik	0.7777777777777778	0.22222222
pelvis	telvis	0.8333333333333334	0.2
pentagon	pentatlon	0.7777777777777778	0.23529412
pereme	perşembe	0.75	0.16666667
periferi	porifera	0.75	0.21052632
periyost	periyot	0.875	0.22222222
permiyen	termiye	0.75	0.21052632
pervin	perçin	0.8333333333333334	0.1904762
peynirci	seyirci	0.75	0.2
peyrev	peşrev	0.8333333333333334	0.22222222
piyango	piyano	0.8571428571428572	0.21052632
piyangocu	piyanocu	0.8888888888888888	0.16666667
plaket	planet	0.8333333333333334	0.25
plantasyon	prezantasyon	0.75	0.21052632
prolog	ürolog	0.8333333333333334	0.18181819
protein	protojin	0.75	0.22222222
protojin	proton	0.75	0.22222222
pulculuk	pusuluk	0.75	0.22222222
pulluk	çulluk	0.8333333333333334	0.16666667
pürtük	pürçük	0.8333333333333334	0.21052632
pürtük	sürtük	0.8333333333333334	0.18181819
pırlak	pırıldak	0.75	0.18181819
pırnallık	tırnaklık	0.7777777777777778	0.21052632
randıman	şanzıman	0.75	0.25
reaksiyon	redüksiyon	0.8	0.22222222
reaksiyon	rezeksiyon	0.8	0.21052632
reaksiyon	seksiyon	0.7777777777777778	0.22222222
reddiye	reşadiye	0.75	0.23529412
refahiye	reftiye	0.75	0.23529412
refahiye	revakiye	0.75	0.21052632
reislik	resimlik	0.75	0.2
rektör	vektör	0.8333333333333334	0.2
repertuar	rezervuar	0.7777777777777778	0.21052632
resimlik	yetimlik	0.75	0.1904762
resmilik	testilik	0.75	0.2
retina	reçina	0.8333333333333334	0.25
revakiye	reşadiye	0.75	0.21052632
rezidans	rezonans	0.75	0.22222222
rockford	rokfor	0.75	0.22222222
romanist	romans	0.75	0.21052632
sabancı	sübyancı	0.75	0.18181819
sabuklama	sabunlaşma	0.8	0.21052632
sabuklanma	sabunlaşma	0.8	0.21052632
sadaka	saraka	0.8333333333333334	0.25
sadaret	sandalet	0.75	0.2
sahaflık	samanlık	0.75	0.1904762
sahihlik	salihli	0.75	0.23529412
sakalık	salmalık	0.75	0.21052632
sakalık	samanlık	0.75	0.1904762
sakalık	yakmalık	0.75	0.23529412
sakarlık	samanlık	0.75	0.23529412
sakatlık	samanlık	0.75	0.21052632
saklantı	sulantı	0.75	0.22222222
saksafon	saksağan	0.75	0.16666667
saksılık	salcılık	0.75	0.21052632
saksılık	sangılık	0.75	0.25
saksılık	sarılık	0.75	0.23529412
saksılık	sayrılık	0.75	0.25
saksılık	sazcılık	0.75	0.22222222
sakınca	salıncak	0.75	0.22222222
salaklık	samanlık	0.75	0.23529412
salcılık	çaltılık	0.75	0.2
salcılık	çalılık	0.75	0.21052632
salmalık	saymanlık	0.7777777777777778	0.25
salmalık	saymazlık	0.7777777777777778	0.2
saltçılık	sırtçılık	0.7777777777777778	0.21052632
saltçılık	çaltılık	0.7777777777777778	0.23529412
salıncak	tapıncak	0.75	0.1904762
samanlık	sapaklık	0.75	0.23529412
samanlık	saraçlık	0.75	0.1904762
samanlık	sarbanlık	0.7777777777777778	0.1904762
samanlık	saymanlık	0.8888888888888888	0.22222222
samanlık	saymazlık	0.7777777777777778	0.18181819
samanlık	uzmanlık	0.75	0.18181819
samanlık	yavanlık	0.75	0.25
samanlık	yazmanlık	0.7777777777777778	0.1904762
samanlık	şabanlık	0.75	0.23529412
sandal	skandal	0.8571428571428572	0.23529412
sandalye	sardalya	0.75	0.24
sandalye	sardalye	0.875	0.24
sapıklık	satımlık	0.75	0.21052632
sapıklık	tanıklık	0.75	0.23529412
saraçlık	sağaçık	0.75	0.18181819
sarbanlık	sarıbalık	0.7777777777777778	0.23076923
sardoğan	sarıoğlan	0.7777777777777778	0.16666667
sarkıtma	çarpıtma	0.75	0.23529412
sarıcalık	satıcılık	0.7777777777777778	0.22222222
sarıcalık	yarıcılık	0.7777777777777778	0.21052632
sarıgöl	sarıgöz	0.8571428571428572	0.18181819
sarılık	yarışlık	0.75	0.22222222
savruntu	savunu	0.75	0.23529412
savurganlık	soğurganlık	0.8181818181818181	0.23529412
sayfiye	seyfiye	0.8571428571428572	0.25
saymanlık	çaydanlık	0.7777777777777778	0.2
sağlayış	çağlayık	0.75	0.23529412
sefalet	sefaret	0.8571428571428572	0.25
sefirlik	serinlik	0.75	0.2
sekileme	seklem	0.75	0.21052632
sekilik	serinlik	0.75	0.25
sekinci	seçkinci	0.875	0.22222222
sekincilik	sevicilik	0.8	0.22222222
selâmlık	silâhlık	0.75	0.23529412
selülit	selüloit	0.875	0.22222222
semirme	sezdirme	0.75	0.25
semirme	seğirme	0.8571428571428572	0.22222222
semitik	semizlik	0.75	0.23529412
semizlik	serinlik	0.75	0.23529412
semizlik	yemişlik	0.75	0.25
semizlik	zeminlik	0.75	0.25
sepicilik	sevicilik	0.8888888888888888	0.21052632
serinlik	seyislik	0.75	0.2
serinlik	seçimlik	0.75	0.23529412
serinlik	çetinlik	0.75	0.22222222
server	servet	0.8333333333333334	0.22222222
servilik	sesçilik	0.75	0.22222222
servilik	terzilik	0.75	0.21052632
servilik	çerçilik	0.75	0.22222222
seslik	seyislik	0.75	0.21052632
seslilik	testilik	0.75	0.22222222
sesçilik	testilik	0.75	0.1904762
sevicilik	sezgicilik	0.8	0.22222222
sevicilik	vericilik	0.7777777777777778	0.21052632
sevicilik	çivicilik	0.7777777777777778	0.22222222
seyhan	seyran	0.8333333333333334	0.2
sezdirme	yedirme	0.75	0.22222222
sezdirme	yeldirme	0.75	0.21052632
seçmen	seğmen	0.8333333333333334	0.22222222
siluet	silüet	0.8333333333333334	0.21052632
simülasyon	stimülasyon	0.9090909090909091	0.23529412
siperlik	spikerlik	0.7777777777777778	0.22222222
siperlik	çizerlik	0.75	0.21052632
solukluk	çocukluk	0.75	0.25
sonuncu	soyguncu	0.75	0.16
sonurgu	sonurtu	0.8571428571428572	0.17391305
sorgun	soygun	0.8333333333333334	0.2
soyluluk	sululuk	0.75	0.25
soyluluk	suçluluk	0.75	0.25
stenotip	stereotip	0.7777777777777778	0.18181819
suculuk	susurluk	0.75	0.21052632
sulantı	ulantı	0.8571428571428572	0.22222222
susmalık	sıtmalık	0.75	0.21052632
susturma	ustura	0.75	0.21052632
susturma	usturpa	0.75	0.2
susurluk	suçsuzluk	0.7777777777777778	0.25
susuzluk	suçsuzluk	0.8888888888888888	0.25
susuzluk	ucuzluk	0.75	0.25
söküntü	sövüntü	0.8571428571428572	0.25
sömürgeci	süpürgeci	0.7777777777777778	0.25
sömürülme	sürülme	0.7777777777777778	0.25
sürmedan	sürmenaj	0.75	0.23529412
sürmenaj	sürmene	0.75	0.25
sürtüşme	sürütme	0.75	0.22222222
sürülme	sürünme	0.8571428571428572	0.22222222
sürülme	süzülme	0.8571428571428572	0.18181819
sürütme	yürütme	0.8571428571428572	0.21052632
süzülme	üzülme	0.8571428571428572	0.25
süzüntü	üzüntü	0.8571428571428572	0.23529412
sıklaştırma	sıvılaştırma	0.8333333333333334	0.21052632
sıkıştırma	sıvılaştırma	0.75	0.22222222
sırtçılık	ırkçılık	0.7777777777777778	0.21052632
sıyırtma	sığırtmaç	0.7777777777777778	0.17391305
sıyırtma	çığırtma	0.75	0.18181819
taammüm	tahammür	0.75	0.22222222
taammüt	tahammür	0.75	0.22222222
tabanlık	çobanlık	0.75	0.25
tabliye	tahliye	0.8571428571428572	0.2
tadilat	tafsilat	0.75	0.21052632
tafsilat	tahvilat	0.75	0.2
tafsilat	taksimat	0.75	0.23529412
tafsilat	taksirat	0.75	0.25
tahammuz	tahammür	0.75	0.22222222
tahammül	tahammür	0.875	0.25
tahammür	tahassür	0.75	0.21052632
tahsisat	tesisat	0.75	0.23529412
takmazlık	talazlık	0.7777777777777778	0.22222222
takmazlık	yakmalık	0.7777777777777778	0.25
takunya	trakunya	0.875	0.18181819
tansiyon	traksiyon	0.7777777777777778	0.23529412
tantana	tanzanya	0.75	0.22222222
tanıklık	çanaklık	0.75	0.23529412
tanıtmacı	taşımacı	0.7777777777777778	0.2
tapıncak	yapıncak	0.875	0.21052632
tarantella	tarantula	0.8	0.1904762
tarpan	çarpan	0.8333333333333334	0.18181819
tarımcı	taşımacı	0.75	0.2
tasallut	tasallüp	0.75	0.23529412
tasallüp	tazallüm	0.75	0.22222222
tasfiyecilik	tesviyecilik	0.8333333333333334	0.21052632
tasfiyecilik	tuhafiyecilik	0.7692307692307692	0.21052632
tatlılık	çatkılık	0.75	0.23529412
tazeleme	teleme	0.75	0.22222222
tazminat	tezyinat	0.75	0.2
taşlamacı	taşımacı	0.7777777777777778	0.23529412
tebahhur	tefahhus	0.75	0.21052632
tebahhur	tevahhuş	0.75	0.22222222
tebessüm	teressüp	0.75	0.25
tebeşir	tebşir	0.8571428571428572	0.23529412
tecessüs	teressüp	0.75	0.25
tedenni	tefenni	0.8571428571428572	0.21052632
tedfin	telfin	0.8333333333333334	0.22222222
tedrisat	tesisat	0.75	0.21052632
teenni	tefenni	0.8571428571428572	0.25
teessüf	teressüp	0.75	0.22222222
tefarik	tefrik	0.8571428571428572	0.22222222
tefenni	temenni	0.8571428571428572	0.23529412
tefeyyüz	temeyyüz	0.875	0.25
tekemmül	teyemmüm	0.75	0.23529412
tekerleme	terleme	0.7777777777777778	0.25
tekerleme	şekerleme	0.8888888888888888	0.25
tekessür	teressüp	0.75	0.21052632
tekila	teşkilat	0.75	0.21052632
tekleşme	terleme	0.75	0.25
teklik	terlik	0.8333333333333334	0.23529412
tekmelik	teyzelik	0.75	0.25
tekmelik	teğmenlik	0.7777777777777778	0.1904762
teleme	tersleme	0.75	0.21052632
teleme	öteleme	0.8571428571428572	0.25
teleme	ötelenme	0.75	0.25
tembih	tesbih	0.8333333333333334	0.25
temerküz	temeyyüz	0.75	0.25
temettü	terettüp	0.75	0.23529412
teminat	terminal	0.75	0.25
teminat	tezyinat	0.75	0.25
temlik	terlik	0.8333333333333334	0.22222222
temren	temrin	0.8333333333333334	0.21052632
tenkisat	tesisat	0.75	0.18181819
tensikat	tesisat	0.75	0.21052632
terane	tersane	0.8571428571428572	0.25
terekküp	teressüp	0.75	0.25
teressüp	tevessü	0.75	0.2
terettüp	tesettür	0.75	0.25
terfik	terlik	0.8333333333333334	0.22222222
terhin	teshin	0.8333333333333334	0.23529412
terketme	terleme	0.75	0.22222222
terleme	tersleme	0.875	0.22222222
terleme	yerleşme	0.75	0.22222222
termin	termit	0.8333333333333334	0.1904762
terzilik	testilik	0.75	0.18181819
tesbih	teşbih	0.8333333333333334	0.23529412
teshin	teskin	0.8333333333333334	0.23529412
tesisat	teslimat	0.75	0.1904762
teslis	testis	0.8333333333333334	0.22222222
tezkire	tezkiye	0.8571428571428572	0.22222222
tezvirat	tezyinat	0.75	0.21052632
tezyinat	tezyit	0.75	0.2
tipografi	topograf	0.7777777777777778	0.22222222
tiranlık	turanlı	0.75	0.21052632
tiranlık	viranlık	0.875	0.23529412
tokluk	tozluk	0.8333333333333334	0.25
tombala	tombilya	0.75	0.22222222
tomografi	topograf	0.7777777777777778	0.2
toplantı	toptancı	0.75	0.21052632
torbacık	zorbalık	0.75	0.25
toreador	tornado	0.75	0.24
torluk	tozluk	0.8333333333333334	0.23529412
tornistan	türkistan	0.7777777777777778	0.21052632
toyluk	tozluk	0.8333333333333334	0.23529412
tozluk	yozluk	0.8333333333333334	0.22222222
trakunya	trakya	0.75	0.1904762
triatlon	triton	0.75	0.25
triboloji	triloji	0.7777777777777778	0.1904762
triftong	triton	0.75	0.25
trombon	tromboz	0.8571428571428572	0.2
turbalık	tuğbaylık	0.7777777777777778	0.21052632
törellik	örenlik	0.75	0.22222222
türetiş	üretiş	0.8571428571428572	0.23529412
tırnaklık	şırnaklı	0.7777777777777778	0.16666667
tığlık	çığlık	0.8333333333333334	0.22222222
ummanlı	uzmanlık	0.75	0.18181819
verona	veronika	0.75	0.18181819
vesaik	vesait	0.8333333333333334	0.23529412
yaklaşma	yağlama	0.75	0.23529412
yakmalık	yazmanlık	0.7777777777777778	0.23529412
yalnızlık	yıldızlık	0.7777777777777778	0.25
yamalık	yazmanlık	0.7777777777777778	0.22222222
yamalık	şamanlık	0.75	0.23529412
yanaşlık	yapaylık	0.75	0.23529412
yanaşlık	yararlık	0.75	0.23529412
yanaşlık	yaraşık	0.75	0.23529412
yanaşlık	yasallık	0.75	0.23529412
yanaşlık	yavanlık	0.75	0.25
yanaşlık	yazarlık	0.75	0.23529412
yanaşlık	yaşarlık	0.75	0.23529412
yandaşlık	yağdanlık	0.7777777777777778	0.25
yanlık	çıyanlık	0.75	0.1904762
yanlışlık	yarışlık	0.7777777777777778	0.21052632
yanıltı	yağıltı	0.8571428571428572	0.22222222
yapracık	yaraşık	0.75	0.25
yardak	yarrak	0.8333333333333334	0.22222222
yardak	çardak	0.8333333333333334	0.22222222
yarenlik	örenlik	0.75	0.25
yargıçlık	yarışlık	0.7777777777777778	0.21052632
yarmalık	yazmanlık	0.7777777777777778	0.21052632
yarmalık	yosmalık	0.75	0.25
yarıntı	çarpıntı	0.75	0.25
yarışlık	yağılık	0.75	0.22222222
yatkınlık	çatkılık	0.7777777777777778	0.21052632
yatçılık	çatkılık	0.75	0.1904762
yazmanlık	yağdanlık	0.7777777777777778	0.2
yağdanlık	çağdaşlık	0.7777777777777778	0.22222222
yağıltı	çağıltı	0.8571428571428572	0.25
yemişlik	yezitlik	0.75	0.18181819
yetimlik	yeşillik	0.75	0.22222222
yetiştirme	çekiştirme	0.8	0.22222222
yezitlik	yeşillik	0.75	0.2
yezitlik	şehitlik	0.75	0.1904762
yoncalık	yosmalık	0.75	0.25
yârenlik	örenlik	0.75	0.25
yüregir	yüreğir	0.8571428571428572	0.25
yürütücü	üşütücü	0.75	0.2
yıkkınlık	yılkılık	0.7777777777777778	0.18181819
yıkılış	yılkılık	0.75	0.16666667
zeamet	şeamet	0.8333333333333334	0.25
zekavet	zeravent	0.75	0.22222222
zekilik	zeminlik	0.75	0.23529412
zeminlik	zenginlik	0.7777777777777778	0.25
zeminlik	çetinlik	0.75	0.23529412
zevcelik	çevrelik	0.75	0.25
zeytinlik	çetinlik	0.7777777777777778	0.25
zillet	zilyet	0.8333333333333334	0.21052632
zıtlık	çıtlık	0.8333333333333334	0.22222222
çabukluk	çamurluk	0.75	0.25
çabukluk	çubukluk	0.875	0.25
çakmaklı	çıkmaklık	0.7777777777777778	0.16666667
çakıllık	çapkınlık	0.7777777777777778	0.23529412
çakıllık	çağcıllık	0.7777777777777778	0.25
çakıllık	çaşıtlık	0.75	0.23529412
çaltılık	çancılık	0.75	0.2
çaltılık	çaycılık	0.75	0.21052632
çaltılık	çağrılık	0.75	0.21052632
çalılık	çancılık	0.75	0.21052632
çalılık	çaycılık	0.75	0.22222222
çalılık	çağrılık	0.75	0.22222222
çalılık	çaşıtlık	0.75	0.23529412
çamurluk	çavuşluk	0.75	0.23529412
çanaklık	çolaklık	0.75	0.22222222
çancılık	çatkılık	0.75	0.18181819
çangırtı	çankırı	0.75	0.22222222
çapkınlık	çatkılık	0.7777777777777778	0.2
çarkçılık	çatkılık	0.7777777777777778	0.1904762
çarlık	çağrılık	0.75	0.21052632
çatanacı	çayağacı	0.75	0.1904762
çatkılık	çaycılık	0.75	0.1904762
çatkılık	çağrılık	0.75	0.1904762
çaydanlık	çağdaşlık	0.7777777777777778	0.1904762
çaydanlık	çıyanlık	0.7777777777777778	0.15384616
çayırlık	çaşıtlık	0.75	0.22222222
çağrılık	çığralık	0.75	0.22222222
çağırma	çığırtma	0.75	0.21052632
çaşıtlık	çıtlık	0.75	0.18181819
çekirge	çevirgeç	0.75	0.25
çekmelik	çevrelik	0.75	0.1904762
çektirici	çeldirici	0.7777777777777778	0.1904762
çeltiklik	çetinlik	0.7777777777777778	0.23529412
çeltiklik	çeviklik	0.7777777777777778	0.22222222
çengilik	çeşnilik	0.75	0.21052632
çengilik	çizgilik	0.75	0.2
çerezci	çerkezce	0.75	0.2
çerezlik	çerçilik	0.75	0.21052632
çerezlik	çömezlik	0.75	0.23529412
çergeci	çergici	0.8571428571428572	0.15384616
çerçilik	çeşnilik	0.75	0.21052632
çeviklik	çevrelik	0.75	0.21052632
çimenlik	çizerlik	0.75	0.21052632
çimenlik	çömezlik	0.75	0.25
çizerlik	çiçeklik	0.75	0.22222222
çıfıtlık	çıtlık	0.75	0.16666667
çıkmaklık	çıkralık	0.7777777777777778	0.2
çıkmazlık	çıkralık	0.7777777777777778	0.23529412
çıtlık	çığlık	0.8333333333333334	0.18181819
çığlık	çığralık	0.75	0.23529412
özerklik	üzerlik	0.75	0.22222222
üzengi	üzenti	0.8333333333333334	0.22222222
ıskarmoz	ıspazmoz	0.75	0.25
şahitlik	şehitlik	0.875	0.23529412
şahlık	şaşlık	0.8333333333333334	0.23529412
şahmeran	şahmerdan	0.8888888888888888	0.2
şakayık	şapkalık	0.75	0.23529412
şaplak	şaprak	0.8333333333333334	0.23529412
şorolo	şorolop	0.8571428571428572	0.17391305
şıklık	şıllık	0.8333333333333334	0.16
şırlama	şırlağan	0.75	0.22222222
